partition,fold,pair,rank_b,rank_c,rank_diff,abs_rank_diff,oracle_kl,spearman_rho_fold
0,1,"{62, 22}",197,170,-27,27,0.03516149893403053,0.73529817650546
0,1,"{22, 63}",202,201,-1,1,0.03750452399253845,0.73529817650546
0,1,"{25, 37}",160,196,36,36,0.00321589270606637,0.73529817650546
0,1,"{25, 41}",61,50,-11,11,0.001743420260027051,0.73529817650546
0,1,"{25, 42}",27,52,25,25,0.0011015471536666155,0.73529817650546
0,1,"{25, 43}",71,57,-14,14,0.001038772170431912,0.73529817650546
0,1,"{25, 47}",25,58,33,33,0.0011239955201745033,0.73529817650546
0,1,"{25, 49}",68,77,9,9,0.0017977370880544186,0.73529817650546
0,1,"{25, 51}",16,93,77,77,0.0013894831063225865,0.73529817650546
0,1,"{25, 54}",26,59,33,33,0.001157909631729126,0.73529817650546
0,1,"{25, 55}",101,110,9,9,0.0020514961797744036,0.73529817650546
0,1,"{56, 25}",127,126,-1,1,0.0022135768085718155,0.73529817650546
0,1,"{25, 62}",15,92,77,77,0.0013621393591165543,0.73529817650546
0,1,"{25, 63}",144,142,-2,2,0.0021078947465866804,0.73529817650546
0,1,"{41, 37}",166,197,31,31,0.0036936120595782995,0.73529817650546
0,1,"{42, 37}",155,156,1,1,0.003125671297311783,0.73529817650546
0,1,"{43, 37}",153,147,-6,6,0.0030243368819355965,0.73529817650546
0,1,"{37, 47}",156,154,-2,2,0.0031169636640697718,0.73529817650546
0,1,"{49, 37}",168,207,39,39,0.003790286835283041,0.73529817650546
0,1,"{51, 37}",164,200,36,36,0.003357385750859976,0.73529817650546
0,1,"{37, 54}",157,152,-5,5,0.0030217214953154325,0.73529817650546
0,1,"{37, 55}",171,204,33,33,0.004027273505926132,0.73529817650546
0,1,"{56, 37}",172,203,31,31,0.0041814446449279785,0.73529817650546
0,1,"{37, 62}",163,199,36,36,0.0031975796446204185,0.73529817650546
0,1,"{37, 63}",130,144,14,14,0.004033609759062529,0.73529817650546
0,1,"{41, 42}",84,49,-35,35,0.0016049651894718409,0.73529817650546
0,1,"{41, 43}",111,64,-47,47,0.001530567998997867,0.73529817650546
0,1,"{41, 47}",88,47,-41,41,0.0016348965000361204,0.73529817650546
0,1,"{41, 49}",8,67,59,59,0.002372751710936427,0.73529817650546
0,1,"{41, 51}",46,80,34,34,0.0018901029834523797,0.73529817650546
0,1,"{41, 54}",81,69,-12,12,0.0016519165365025401,0.73529817650546
0,1,"{41, 55}",39,120,81,81,0.002593311946839094,0.73529817650546
0,1,"{56, 41}",121,107,-14,14,0.0027519611176103354,0.73529817650546
0,1,"{41, 62}",47,72,25,25,0.0018509132787585258,0.73529817650546
0,1,"{41, 63}",149,155,6,6,0.002628919668495655,0.73529817650546
0,1,"{42, 43}",59,65,6,6,0.0008529193582944572,0.73529817650546
0,1,"{42, 47}",3,74,71,71,0.0009472614037804306,0.73529817650546
0,1,"{49, 42}",96,48,-48,48,0.0017300964100286365,0.73529817650546
0,1,"{42, 51}",42,42,0,0,0.001249933848157525,0.73529817650546
0,1,"{42, 54}",1,12,11,11,0.0010025869123637676,0.73529817650546
0,1,"{42, 55}",108,108,0,0,0.0019451972329989076,0.73529817650546
0,1,"{56, 42}",133,84,-49,49,0.00208589737303555,0.73529817650546
0,1,"{42, 62}",37,19,-18,18,0.0012195624876767397,0.73529817650546
0,1,"{42, 63}",140,139,-1,1,0.002012185752391815,0.73529817650546
0,1,"{43, 47}",62,7,-55,55,0.0008748472901061177,0.73529817650546
0,1,"{49, 43}",119,22,-97,97,0.001660871203057468,0.73529817650546
0,1,"{51, 43}",92,40,-52,52,0.0012080685701221228,0.73529817650546
0,1,"{43, 54}",66,38,-28,28,0.0009393051732331514,0.73529817650546
0,1,"{43, 55}",125,85,-40,40,0.0018791621550917625,0.73529817650546
0,1,"{56, 43}",137,105,-32,32,0.002009415067732334,0.73529817650546
0,1,"{43, 62}",83,33,-50,50,0.001147130155004561,0.73529817650546
0,1,"{43, 63}",132,103,-29,29,0.0019226777367293835,0.73529817650546
0,1,"{49, 47}",97,41,-56,56,0.0017882233951240778,0.73529817650546
0,1,"{51, 47}",41,26,-15,15,0.0013060473138466477,0.73529817650546
0,1,"{54, 47}",0,28,28,28,0.0010435120202600956,0.73529817650546
0,1,"{55, 47}",109,96,-13,13,0.002000589855015278,0.73529817650546
0,1,"{56, 47}",136,95,-41,41,0.002114475704729557,0.73529817650546
0,1,"{62, 47}",40,37,-3,3,0.0012750012101605535,0.73529817650546
0,1,"{63, 47}",141,136,-5,5,0.0020529681351035833,0.73529817650546
0,1,"{49, 51}",53,90,37,37,0.001983687514439225,0.73529817650546
0,1,"{49, 54}",91,5,-86,86,0.001761525752954185,0.73529817650546
0,1,"{49, 55}",34,97,63,63,0.0025488233659416437,0.73529817650546
0,1,"{56, 49}",123,124,1,1,0.002821478294208646,0.73529817650546
0,1,"{49, 62}",54,81,27,27,0.001932838000357151,0.73529817650546
0,1,"{49, 63}",152,153,1,1,0.0026426564436405897,0.73529817650546
0,1,"{51, 54}",38,18,-20,20,0.0013092589797452092,0.73529817650546
0,1,"{51, 55}",85,135,50,50,0.0022158415522426367,0.73529817650546
0,1,"{56, 51}",126,138,12,12,0.002394283888861537,0.73529817650546
0,1,"{51, 62}",4,111,107,107,0.0015071923844516277,0.73529817650546
0,1,"{51, 63}",147,146,-1,1,0.002272042678669095,0.73529817650546
0,1,"{54, 55}",106,112,6,6,0.0019868516828864813,0.73529817650546
0,1,"{56, 54}",134,122,-12,12,0.002122248290106654,0.73529817650546
0,1,"{62, 54}",36,63,27,27,0.0012302465038374066,0.73529817650546
0,1,"{54, 63}",142,141,-1,1,0.0020559101831167936,0.73529817650546
0,1,"{56, 55}",116,137,21,21,0.0030304882675409317,0.73529817650546
0,1,"{62, 55}",86,131,45,45,0.0021496452391147614,0.73529817650546
0,1,"{63, 55}",158,183,25,25,0.0026998119428753853,0.73529817650546
0,1,"{56, 62}",124,130,6,6,0.002311530988663435,0.73529817650546
0,1,"{56, 63}",165,208,43,43,0.003039194503799081,0.73529817650546
0,1,"{62, 63}",146,148,2,2,0.0022442988120019436,0.73529817650546
0,2,"{4, 5}",87,75,-12,12,0.0021090470254421234,0.795370805298468
0,2,"{9, 4}",56,13,-43,43,0.0014121975982561707,0.795370805298468
0,2,"{4, 12}",110,111,1,1,0.0024133878760039806,0.795370805298468
0,2,"{4, 13}",15,23,8,8,0.00109009793959558,0.795370805298468
0,2,"{4, 14}",159,107,-52,52,0.003209133865311742,0.795370805298468
0,2,"{4, 21}",100,45,-55,55,0.002031387761235237,0.795370805298468
0,2,"{4, 23}",83,47,-36,36,0.001707590650767088,0.795370805298468
0,2,"{24, 4}",82,59,-23,23,0.0021437890827655792,0.795370805298468
0,2,"{27, 4}",5,33,28,28,0.0009242648957297206,0.795370805298468
0,2,"{4, 29}",6,34,28,28,0.001008979044854641,0.795370805298468
0,2,"{4, 30}",106,71,-35,35,0.002364445710554719,0.795370805298468
0,2,"{4, 31}",31,24,-7,7,0.0010916088940575719,0.795370805298468
0,2,"{35, 4}",33,11,-22,22,0.0013577414210885763,0.795370805298468
0,2,"{4, 38}",0,10,10,10,0.0008664539200253785,0.795370805298468
0,2,"{40, 4}",67,21,-46,46,0.0015320618404075503,0.795370805298468
0,2,"{4, 45}",142,93,-49,49,0.0026795861776918173,0.795370805298468
0,2,"{57, 4}",62,27,-35,35,0.0018275652546435595,0.795370805298468
0,2,"{58, 4}",127,99,-28,28,0.0026878388598561287,0.795370805298468
0,2,"{59, 4}",17,56,39,39,0.0008885535644367337,0.795370805298468
0,2,"{4, 61}",197,173,-24,24,0.004561897832900286,0.795370805298468
0,2,"{9, 5}",150,152,2,2,0.0025479996111243963,0.795370805298468
0,2,"{12, 5}",164,167,3,3,0.0035249339416623116,0.795370805298468
0,2,"{13, 5}",64,81,17,17,0.002280960325151682,0.795370805298468
0,2,"{5, 14}",58,130,72,72,0.004472777713090181,0.795370805298468
0,2,"{21, 5}",176,181,5,5,0.0031894873827695847,0.795370805298468
0,2,"{5, 23}",161,162,1,1,0.002804491436108947,0.795370805298468
0,2,"{24, 5}",11,120,109,109,0.003291771514341235,0.795370805298468
0,2,"{27, 5}",104,117,13,13,0.002127684885635972,0.795370805298468
0,2,"{29, 5}",63,86,23,23,0.002166999038308859,0.795370805298468
0,2,"{5, 30}",10,126,116,116,0.003501299535855651,0.795370805298468
0,2,"{5, 31}",132,118,-14,14,0.0022599271032959223,0.795370805298468
0,2,"{35, 5}",41,123,82,82,0.0025215495843440294,0.795370805298468
0,2,"{5, 38}",81,77,-4,4,0.0020952713675796986,0.795370805298468
0,2,"{40, 5}",155,159,4,4,0.0027151491958647966,0.795370805298468
0,2,"{45, 5}",186,188,2,2,0.003845039987936616,0.795370805298468
0,2,"{57, 5}",94,136,42,42,0.0029593128710985184,0.795370805298468
0,2,"{58, 5}",18,143,125,125,0.0038236849941313267,0.795370805298468
0,2,"{59, 5}",107,110,3,3,0.002037462778389454,0.795370805298468
0,2,"{61, 5}",128,160,32,32,0.005787604954093695,0.795370805298468
0,2,"{9, 12}",135,147,12,12,0.0028892287518829107,0.795370805298468
0,2,"{9, 13}",74,17,-57,57,0.0015781869878992438,0.795370805298468
0,2,"{9, 14}",189,176,-13,13,0.0037457256112247705,0.795370805298468
0,2,"{9, 21}",21,22,1,1,0.0024991161189973354,0.795370805298468
0,2,"{9, 23}",22,74,52,52,0.0021299791987985373,0.795370805298468
0,2,"{24, 9}",153,137,-16,16,0.0026234344113618135,0.795370805298468
0,2,"{9, 27}",38,9,-29,29,0.0014420575462281704,0.795370805298468
0,2,"{9, 29}",70,57,-13,13,0.0014916728250682354,0.795370805298468
0,2,"{9, 30}",158,124,-34,34,0.0028801176231354475,0.795370805298468
0,2,"{9, 31}",7,8,1,1,0.0015864375745877624,0.795370805298468
0,2,"{9, 35}",91,35,-56,56,0.00181143160443753,0.795370805298468
0,2,"{9, 38}",60,12,-48,48,0.0013653559144586325,0.795370805298468
0,2,"{40, 9}",1,18,17,17,0.001992894569411874,0.795370805298468
0,2,"{9, 45}",123,109,-14,14,0.0031678208615630865,0.795370805298468
0,2,"{9, 57}",120,95,-25,25,0.0022680480033159256,0.795370805298468
0,2,"{9, 58}",175,179,4,4,0.003178682643920183,0.795370805298468
0,2,"{9, 59}",34,146,112,112,0.0013962190132588148,0.795370805298468
0,2,"{9, 61}",204,200,-4,4,0.0050477213226258755,0.795370805298468
0,2,"{12, 13}",144,113,-31,31,0.0026377649046480656,0.795370805298468
0,2,"{12, 14}",188,190,2,2,0.004658574238419533,0.795370805298468
0,2,"{12, 21}",149,153,4,4,0.003436309052631259,0.795370805298468
0,2,"{12, 23}",117,150,33,33,0.0031198286451399326,0.795370805298468
0,2,"{24, 12}",169,165,-4,4,0.0034880030434578657,0.795370805298468
0,2,"{27, 12}",92,64,-28,28,0.0024709675926715136,0.795370805298468
0,2,"{12, 29}",126,139,13,13,0.0024837409146130085,0.795370805298468
0,2,"{12, 30}",177,177,0,0,0.0037458252627402544,0.795370805298468
0,2,"{12, 31}",131,131,0,0,0.002584037370979786,0.795370805298468
0,2,"{35, 12}",151,157,6,6,0.0027563886251300573,0.795370805298468
0,2,"{12, 38}",116,89,-27,27,0.0024232862051576376,0.795370805298468
0,2,"{40, 12}",140,151,11,11,0.0030031537171453238,0.795370805298468
0,2,"{12, 45}",68,122,54,54,0.004073672462254763,0.795370805298468
0,2,"{57, 12}",174,166,-8,8,0.0031653116457164288,0.795370805298468
0,2,"{58, 12}",182,180,-2,2,0.004149941727519035,0.795370805298468
0,2,"{59, 12}",88,97,9,9,0.002389865228906274,0.795370805298468
0,2,"{12, 61}",206,204,-2,2,0.005930076353251934,0.795370805298468
0,2,"{13, 14}",146,72,-74,74,0.0033782573882490396,0.795370805298468
0,2,"{21, 13}",122,70,-52,52,0.00220486125908792,0.795370805298468
0,2,"{13, 23}",108,78,-30,30,0.0018743207911029458,0.795370805298468
0,2,"{24, 13}",57,50,-7,7,0.00235935696400702,0.795370805298468
0,2,"{27, 13}",35,15,-20,20,0.0011440129019320011,0.795370805298468
0,2,"{29, 13}",3,52,49,49,0.0012023993767797947,0.795370805298468
0,2,"{13, 30}",78,40,-38,38,0.0025496380403637886,0.795370805298468
0,2,"{13, 31}",49,51,2,2,0.0012503723846748471,0.795370805298468
0,2,"{35, 13}",8,3,-5,5,0.0015591926639899611,0.795370805298468
0,2,"{13, 38}",9,5,-4,4,0.0010878531029447913,0.795370805298468
0,2,"{40, 13}",86,42,-44,44,0.0017021454405039549,0.795370805298468
0,2,"{45, 13}",167,154,-13,13,0.0028732374776154757,0.795370805298468
0,2,"{57, 13}",37,41,4,4,0.001989796757698059,0.795370805298468
0,2,"{58, 13}",97,84,-13,13,0.0028511129785329103,0.795370805298468
0,2,"{59, 13}",44,105,61,61,0.0010755987605080009,0.795370805298468
0,2,"{61, 13}",184,175,-9,9,0.0046678585931658745,0.795370805298468
0,2,"{21, 14}",200,194,-6,6,0.004241714719682932,0.795370805298468
0,2,"{14, 23}",190,187,-3,3,0.004001162014901638,0.795370805298468
0,2,"{24, 14}",85,65,-20,20,0.004395409021526575,0.795370805298468
0,2,"{27, 14}",168,201,33,33,0.003254169365391135,0.795370805298468
0,2,"{29, 14}",143,114,-29,29,0.0032997557427734137,0.795370805298468
0,2,"{14, 30}",42,135,93,93,0.004497988615185022,0.795370805298468
0,2,"{14, 31}",179,169,-10,10,0.003384560579434037,0.795370805298468
0,2,"{35, 14}",124,102,-22,22,0.003621363313868642,0.795370805298468
0,2,"{38, 14}",157,106,-51,51,0.0032446489203721285,0.795370805298468
0,2,"{40, 14}",192,172,-20,20,0.003740563988685608,0.795370805298468
0,2,"{45, 14}",199,196,-3,3,0.005072212312370539,0.795370805298468
0,2,"{57, 14}",170,161,-9,9,0.004064769949764013,0.795370805298468
0,2,"{58, 14}",40,119,79,79,0.005153590813279152,0.795370805298468
0,2,"{59, 14}",165,163,-2,2,0.0031738257966935635,0.795370805298468
0,2,"{61, 14}",73,76,3,3,0.006968712899833918,0.795370805298468
0,2,"{21, 23}",20,82,62,62,0.002756636356934905,0.795370805298468
0,2,"{24, 21}",180,183,3,3,0.0031975870952010155,0.795370805298468
0,2,"{27, 21}",80,29,-51,51,0.0020598764531314373,0.795370805298468
0,2,"{29, 21}",115,79,-36,36,0.002083916449919343,0.795370805298468
0,2,"{21, 30}",181,174,-7,7,0.0032856084872037172,0.795370805298468
0,2,"{21, 31}",46,31,-15,15,0.002185148885473609,0.795370805298468
0,2,"{35, 21}",138,90,-48,48,0.0022817852441221476,0.795370805298468
0,2,"{21, 38}",103,53,-50,50,0.0020014287438243628,0.795370805298468
0,2,"{40, 21}",13,25,12,12,0.002634766511619091,0.795370805298468
0,2,"{45, 21}",130,205,75,75,0.003778978483751416,0.795370805298468
0,2,"{57, 21}",156,148,-8,8,0.0028029587119817734,0.795370805298468
0,2,"{58, 21}",196,189,-7,7,0.0037759786937385798,0.795370805298468
0,2,"{59, 21}",72,69,-3,3,0.001962922979146242,0.795370805298468
0,2,"{61, 21}",208,209,1,1,0.005896113812923431,0.795370805298468
0,2,"{24, 23}",171,203,32,32,0.0028347650077193975,0.795370805298468
0,2,"{27, 23}",65,206,141,141,0.0017092694761231542,0.795370805298468
0,2,"{29, 23}",95,83,-12,12,0.0017428799765184522,0.795370805298468
0,2,"{30, 23}",166,158,-8,8,0.003104103496298194,0.795370805298468
0,2,"{31, 23}",39,38,-1,1,0.0018234658055007458,0.795370805298468
0,2,"{35, 23}",114,116,2,2,0.002061809180304408,0.795370805298468
0,2,"{38, 23}",89,101,12,12,0.0016459319740533829,0.795370805298468
0,2,"{40, 23}",19,43,24,24,0.0022796501871198416,0.795370805298468
0,2,"{45, 23}",101,197,96,96,0.0033740780781954527,0.795370805298468
0,2,"{57, 23}",154,156,2,2,0.0025374973192811012,0.795370805298468
0,2,"{58, 23}",183,182,-1,1,0.0034047793596982956,0.795370805298468
0,2,"{59, 23}",48,149,101,101,0.0016229808097705245,0.795370805298468
0,2,"{61, 23}",207,208,1,1,0.005090735852718353,0.795370805298468
0,2,"{24, 27}",105,91,-14,14,0.0021598152816295624,0.795370805298468
0,2,"{24, 29}",61,61,0,0,0.002202759264037013,0.795370805298468
0,2,"{24, 30}",36,73,37,37,0.003525255247950554,0.795370805298468
0,2,"{24, 31}",137,108,-29,29,0.002333997981622815,0.795370805298468
0,2,"{24, 35}",47,92,45,45,0.0025567447301000357,0.795370805298468
0,2,"{24, 38}",75,16,-59,59,0.0021165995858609676,0.795370805298468
0,2,"{24, 40}",160,141,-19,19,0.002767520723864436,0.795370805298468
0,2,"{24, 45}",194,185,-9,9,0.0038014589808881283,0.795370805298468
0,2,"{24, 57}",71,39,-32,32,0.002897815313190222,0.795370805298468
0,2,"{24, 58}",28,127,99,99,0.0038850929122418165,0.795370805298468
0,2,"{24, 59}",113,155,42,42,0.0021081622689962387,0.795370805298468
0,2,"{24, 61}",139,129,-10,10,0.005813919007778168,0.795370805298468
0,2,"{27, 29}",25,30,5,5,0.0010505260434001684,0.795370805298468
0,2,"{27, 30}",129,68,-61,61,0.002451439620926976,0.795370805298468
0,2,"{27, 31}",24,19,-5,5,0.0011363861849531531,0.795370805298468
0,2,"{35, 27}",55,1,-54,54,0.0014158306876197457,0.795370805298468
0,2,"{27, 38}",12,2,-10,10,0.0008891253964975476,0.795370805298468
0,2,"{40, 27}",52,0,-52,52,0.0015676983166486025,0.795370805298468
0,2,"{27, 45}",118,63,-55,55,0.00267984950914979,0.795370805298468
0,2,"{57, 27}",84,26,-58,58,0.0018675096798688173,0.795370805298468
0,2,"{58, 27}",145,125,-20,20,0.0026746955700218678,0.795370805298468
0,2,"{59, 27}",2,55,53,53,0.000912881747353822,0.795370805298468
0,2,"{27, 61}",201,193,-8,8,0.004403050523251295,0.795370805298468
0,2,"{29, 30}",79,54,-25,25,0.0023925499990582466,0.795370805298468
0,2,"{29, 31}",45,36,-9,9,0.0011905598221346736,0.795370805298468
0,2,"{35, 29}",14,49,35,35,0.0014145108871161938,0.795370805298468
0,2,"{29, 38}",4,4,0,0,0.0009475225233472884,0.795370805298468
0,2,"{40, 29}",77,60,-17,17,0.0016285221790894866,0.795370805298468
0,2,"{45, 29}",152,142,-10,10,0.0027123827021569014,0.795370805298468
0,2,"{57, 29}",53,44,-9,9,0.00187693873886019,0.795370805298468
0,2,"{58, 29}",99,87,-12,12,0.0027470008935779333,0.795370805298468
0,2,"{59, 29}",30,48,18,18,0.0009417845285497606,0.795370805298468
0,2,"{61, 29}",185,184,-1,1,0.0044288416393101215,0.795370805298468
0,2,"{30, 31}",141,94,-47,47,0.0024953316897153854,0.795370805298468
0,2,"{35, 30}",54,66,12,12,0.0026186187751591206,0.795370805298468
0,2,"{38, 30}",102,80,-22,22,0.0023428325075656176,0.795370805298468
0,2,"{40, 30}",163,144,-19,19,0.0030346987769007683,0.795370805298468
0,2,"{45, 30}",193,195,2,2,0.004105214960873127,0.795370805298468
0,2,"{57, 30}",112,98,-14,14,0.0031674159690737724,0.795370805298468
0,2,"{58, 30}",27,115,88,88,0.004012395162135363,0.795370805298468
0,2,"{59, 30}",125,100,-25,25,0.0023582475259900093,0.795370805298468
0,2,"{61, 30}",109,112,3,3,0.005863299127668142,0.795370805298468
0,2,"{35, 31}",66,20,-46,46,0.0015897414414212108,0.795370805298468
0,2,"{38, 31}",32,28,-4,4,0.0010683083673939109,0.795370805298468
0,2,"{40, 31}",16,32,16,16,0.001668287324719131,0.795370805298468
0,2,"{45, 31}",136,133,-3,3,0.002896438119933009,0.795370805298468
0,2,"{57, 31}",93,46,-47,47,0.001980384113267064,0.795370805298468
0,2,"{58, 31}",162,145,-17,17,0.0028263318818062544,0.795370805298468
0,2,"{59, 31}",23,103,80,80,0.001084029907360673,0.795370805298468
0,2,"{61, 31}",203,202,-1,1,0.00454974640160799,0.795370805298468
0,2,"{35, 38}",29,6,-23,23,0.0013474180595949292,0.795370805298468
0,2,"{40, 35}",96,62,-34,34,0.001980818575248122,0.795370805298468
0,2,"{35, 45}",172,171,-1,1,0.0031474949792027473,0.795370805298468
0,2,"{57, 35}",50,58,8,8,0.0021979217417538166,0.795370805298468
0,2,"{58, 35}",76,121,45,45,0.003052441868931055,0.795370805298468
0,2,"{59, 35}",59,67,8,8,0.0013346764026209712,0.795370805298468
0,2,"{35, 61}",173,164,-9,9,0.0049672513268888,0.795370805298468
0,2,"{40, 38}",69,7,-62,62,0.001505135791376233,0.795370805298468
0,2,"{45, 38}",148,96,-52,52,0.0026913639158010483,0.795370805298468
0,2,"{57, 38}",51,14,-37,37,0.0018169321119785309,0.795370805298468
0,2,"{58, 38}",121,88,-33,33,0.0026829910930246115,0.795370805298468
0,2,"{59, 38}",26,37,11,11,0.0008314685546793044,0.795370805298468
0,2,"{61, 38}",195,168,-27,27,0.004443414509296417,0.795370805298468
0,2,"{40, 45}",134,134,0,0,0.003362353891134262,0.795370805298468
0,2,"{40, 57}",133,104,-29,29,0.002412657719105482,0.795370805298468
0,2,"{40, 58}",178,170,-8,8,0.0032738561276346445,0.795370805298468
0,2,"{40, 59}",43,138,95,95,0.0015127431834116578,0.795370805298468
0,2,"{40, 61}",205,199,-6,6,0.004986522253602743,0.795370805298468
0,2,"{57, 45}",191,178,-13,13,0.003572214860469103,0.795370805298468
0,2,"{58, 45}",198,192,-6,6,0.004473344422876835,0.795370805298468
0,2,"{59, 45}",111,85,-26,26,0.0026447309646755457,0.795370805298468
0,2,"{61, 45}",209,207,-2,2,0.0061897654086351395,0.795370805298468
0,2,"{57, 58}",119,140,21,21,0.003538731252774596,0.795370805298468
0,2,"{57, 59}",98,191,93,93,0.0018225631210952997,0.795370805298468
0,2,"{57, 61}",187,186,-1,1,0.005257832817733288,0.795370805298468
0,2,"{58, 59}",147,128,-19,19,0.0026453479658812284,0.795370805298468
0,2,"{58, 61}",90,132,42,42,0.006615298800170422,0.795370805298468
0,2,"{59, 61}",202,198,-4,4,0.004621599800884724,0.795370805298468
1,0,"{0, 10}",13,87,74,74,0.0022814408876001835,0.75340446659787
1,0,"{0, 12}",75,134,59,59,0.0030071663204580545,0.75340446659787
1,0,"{0, 14}",185,163,-22,22,0.003820969257503748,0.75340446659787
1,0,"{0, 20}",174,144,-30,30,0.0021606306545436382,0.75340446659787
1,0,"{0, 21}",30,65,35,35,0.0026405234821140766,0.75340446659787
1,0,"{0, 24}",192,182,-10,10,0.0027753738686442375,0.75340446659787
1,0,"{0, 27}",59,2,-57,57,0.001575272879563272,0.75340446659787
1,0,"{0, 28}",21,42,21,21,0.0023760683834552765,0.75340446659787
1,0,"{0, 29}",97,32,-65,65,0.0016269269399344921,0.75340446659787
1,0,"{0, 33}",101,135,34,34,0.002542058238759637,0.75340446659787
1,0,"{0, 34}",125,104,-21,21,0.002221099566668272,0.75340446659787
1,0,"{0, 38}",83,35,-48,48,0.0015250153373926878,0.75340446659787
1,0,"{0, 39}",99,29,-70,70,0.001554313232190907,0.75340446659787
1,0,"{0, 41}",17,36,19,19,0.0021983764600008726,0.75340446659787
1,0,"{0, 47}",73,24,-49,49,0.0016260695410892367,0.75340446659787
1,0,"{0, 49}",115,114,-1,1,0.002270051511004567,0.75340446659787
1,0,"{0, 50}",113,90,-23,23,0.0019200185779482126,0.75340446659787
1,0,"{0, 55}",36,124,88,88,0.0025123353116214275,0.75340446659787
1,0,"{0, 57}",184,173,-11,11,0.0024183818604797125,0.75340446659787
1,0,"{0, 58}",221,214,-7,7,0.003257902804762125,0.75340446659787
1,0,"{0, 62}",71,167,96,96,0.0018292616587132215,0.75340446659787
