partition,fold,pair,rank_b,rank_c,rank_diff,abs_rank_diff,oracle_kl,spearman_rho_fold
3,2,"{13, 7}",34,53,19,19,0.0009528496884740889,0.8957695833724768
3,2,"{14, 7}",160,148,-12,12,0.0030570081435143948,0.8957695833724768
3,2,"{16, 7}",29,64,35,35,0.0009273886098526418,0.8957695833724768
3,2,"{22, 7}",201,183,-18,18,0.032725922763347626,0.8957695833724768
3,2,"{24, 7}",113,102,-11,11,0.0019747037440538406,0.8957695833724768
3,2,"{26, 7}",177,189,12,12,0.004211373161524534,0.8957695833724768
3,2,"{27, 7}",18,31,13,13,0.0007787317153997719,0.8957695833724768
3,2,"{29, 7}",22,65,43,43,0.0008249650709331036,0.8957695833724768
3,2,"{30, 7}",114,103,-11,11,0.0022070836275815964,0.8957695833724768
3,2,"{33, 7}",99,89,-10,10,0.0017108469037339091,0.8957695833724768
3,2,"{39, 7}",14,1,-13,13,0.0007400321192108095,0.8957695833724768
3,2,"{40, 7}",62,2,-60,60,0.0013621591497212648,0.8957695833724768
3,2,"{43, 7}",9,3,-6,6,0.0006985594518482685,0.8957695833724768
3,2,"{50, 7}",44,70,26,26,0.0011490712640807033,0.8957695833724768
3,2,"{52, 7}",142,137,-5,5,0.0026128655299544334,0.8957695833724768
3,2,"{53, 7}",74,66,-8,8,0.0014419027138501406,0.8957695833724768
3,2,"{60, 7}",0,78,78,78,0.0005933229112997651,0.8957695833724768
3,2,"{9, 10}",36,80,44,44,0.00209276401437819,0.8957695833724768
3,2,"{9, 13}",42,9,-33,33,0.0015781869878992438,0.8957695833724768
3,2,"{9, 14}",154,156,2,2,0.0037457256112247705,0.8957695833724768
3,2,"{16, 9}",59,11,-48,48,0.0016056557651609182,0.8957695833724768
3,2,"{9, 22}",197,176,-21,21,0.03409142047166824,0.8957695833724768
3,2,"{24, 9}",128,116,-12,12,0.0026234344113618135,0.8957695833724768
3,2,"{9, 26}",174,201,27,27,0.004831194877624512,0.8957695833724768
3,2,"{9, 27}",69,14,-55,55,0.0014420575462281704,0.8957695833724768
3,2,"{9, 29}",73,15,-58,58,0.0014916728250682354,0.8957695833724768
3,2,"{9, 30}",139,132,-7,7,0.0028801176231354475,0.8957695833724768
3,2,"{9, 33}",109,133,24,24,0.002415059134364128,0.8957695833724768
3,2,"{9, 39}",60,17,-43,43,0.0014054514467716217,0.8957695833724768
3,2,"{40, 9}",107,93,-14,14,0.001992894569411874,0.8957695833724768
3,2,"{9, 43}",64,19,-45,45,0.0013743021991103888,0.8957695833724768
3,2,"{9, 50}",33,20,-13,13,0.0017716109286993742,0.8957695833724768
3,2,"{9, 52}",148,158,10,10,0.0032146398443728685,0.8957695833724768
3,2,"{9, 53}",105,92,-13,13,0.0020880585070699453,0.8957695833724768
3,2,"{9, 60}",53,23,-30,30,0.0012788587482646108,0.8957695833724768
3,2,"{10, 13}",76,82,6,6,0.001846720464527607,0.8957695833724768
3,2,"{10, 14}",159,167,8,8,0.003959910478442907,0.8957695833724768
3,2,"{16, 10}",88,83,-5,5,0.001852389657869935,0.8957695833724768
3,2,"{10, 22}",195,187,-8,8,0.03076045960187912,0.8957695833724768
3,2,"{24, 10}",137,140,3,3,0.0028256571386009455,0.8957695833724768
3,2,"{10, 26}",176,200,24,24,0.005028076935559511,0.8957695833724768
3,2,"{10, 27}",89,59,-30,30,0.0017007188871502876,0.8957695833724768
3,2,"{10, 29}",93,73,-20,20,0.0017397734336555004,0.8957695833724768
3,2,"{10, 30}",134,125,-9,9,0.0028768470510840416,0.8957695833724768
3,2,"{33, 10}",131,135,4,4,0.0026447016280144453,0.8957695833724768
3,2,"{10, 39}",87,28,-59,59,0.0017003940884023905,0.8957695833724768
3,2,"{40, 10}",104,96,-8,8,0.0022400510497391224,0.8957695833724768
3,2,"{10, 43}",86,27,-59,59,0.0016657888190820813,0.8957695833724768
3,2,"{10, 50}",27,77,50,50,0.0018973248079419136,0.8957695833724768
3,2,"{10, 52}",153,166,13,13,0.0033916900865733624,0.8957695833724768
3,2,"{10, 53}",102,121,19,19,0.0023648757487535477,0.8957695833724768
3,2,"{10, 60}",82,26,-56,56,0.0015165312215685844,0.8957695833724768
3,2,"{13, 14}",158,155,-3,3,0.0033782573882490396,0.8957695833724768
3,2,"{16, 13}",31,25,-6,6,0.0013107574777677655,0.8957695833724768
3,2,"{13, 22}",208,178,-30,30,0.03828376904129982,0.8957695833724768
3,2,"{24, 13}",110,104,-6,6,0.00235935696400702,0.8957695833724768
3,2,"{26, 13}",179,208,29,29,0.004571312572807074,0.8957695833724768
3,2,"{27, 13}",39,24,-15,15,0.0011440129019320011,0.8957695833724768
3,2,"{29, 13}",41,22,-19,19,0.0012023993767797947,0.8957695833724768
3,2,"{13, 30}",136,124,-12,12,0.0025496380403637886,0.8957695833724768
3,2,"{33, 13}",98,119,21,21,0.0021218382753431797,0.8957695833724768
3,2,"{13, 39}",35,21,-14,14,0.0011145374737679958,0.8957695833724768
3,2,"{40, 13}",92,79,-13,13,0.0017021454405039549,0.8957695833724768
3,2,"{43, 13}",40,18,-22,22,0.0010512358276173472,0.8957695833724768
3,2,"{50, 13}",47,16,-31,31,0.0014843823155388236,0.8957695833724768
3,2,"{52, 13}",145,145,0,0,0.0029540539253503084,0.8957695833724768
3,2,"{53, 13}",94,60,-34,34,0.0018255042377859354,0.8957695833724768
3,2,"{60, 13}",37,13,-24,24,0.000995372305624187,0.8957695833724768
3,2,"{16, 14}",170,169,-1,1,0.003461691318079829,0.8957695833724768
3,2,"{14, 22}",191,185,-6,6,0.037291549146175385,0.8957695833724768
3,2,"{24, 14}",84,91,7,7,0.004395409021526575,0.8957695833724768
3,2,"{26, 14}",83,129,46,46,0.006711483467370272,0.8957695833724768
3,2,"{27, 14}",168,153,-15,15,0.003254169365391135,0.8957695833724768
3,2,"{29, 14}",169,161,-8,8,0.0032997557427734137,0.8957695833724768
3,2,"{14, 30}",184,196,12,12,0.004497988615185022,0.8957695833724768
3,2,"{33, 14}",95,130,35,35,0.004364287946373224,0.8957695833724768
3,2,"{14, 39}",167,151,-16,16,0.0032904241234064102,0.8957695833724768
3,2,"{40, 14}",171,188,17,17,0.003740563988685608,0.8957695833724768
3,2,"{43, 14}",165,152,-13,13,0.003219354199245572,0.8957695833724768
3,2,"{50, 14}",157,160,3,3,0.0036094074603170156,0.8957695833724768
3,2,"{52, 14}",38,113,75,75,0.005020227283239365,0.8957695833724768
3,2,"{53, 14}",172,191,19,19,0.0038335570134222507,0.8957695833724768
3,2,"{60, 14}",164,150,-14,14,0.003098596353083849,0.8957695833724768
3,2,"{16, 22}",209,180,-29,29,0.03565840795636177,0.8957695833724768
3,2,"{16, 24}",132,126,-6,6,0.002319227671250701,0.8957695833724768
3,2,"{16, 26}",186,206,20,20,0.004567666444927454,0.8957695833724768
3,2,"{16, 27}",24,76,52,52,0.0010886604432016611,0.8957695833724768
3,2,"{16, 29}",25,61,36,36,0.0011791277211159468,0.8957695833724768
3,2,"{16, 30}",122,110,-12,12,0.002577060367912054,0.8957695833724768
3,2,"{16, 33}",118,131,13,13,0.002030544448643923,0.8957695833724768
3,2,"{16, 39}",23,12,-11,11,0.001103406073525548,0.8957695833724768
3,2,"{16, 40}",70,10,-60,60,0.0017486934084445238,0.8957695833724768
3,2,"{16, 43}",30,8,-22,22,0.0010696777608245611,0.8957695833724768
3,2,"{16, 50}",63,7,-56,56,0.0014977927785366774,0.8957695833724768
3,2,"{16, 52}",156,163,7,7,0.002936661010608077,0.8957695833724768
3,2,"{16, 53}",80,85,5,5,0.0018420197302475572,0.8957695833724768
3,2,"{16, 60}",28,74,46,46,0.0009592524147592485,0.8957695833724768
3,2,"{24, 22}",193,186,-7,7,0.039609022438526154,0.8957695833724768
3,2,"{26, 22}",190,199,9,9,0.04328182712197304,0.8957695833724768
3,2,"{27, 22}",206,174,-32,32,0.0346502847969532,0.8957695833724768
3,2,"{29, 22}",207,179,-28,28,0.037324342876672745,0.8957695833724768
3,2,"{22, 30}",199,184,-15,15,0.037510860711336136,0.8957695833724768
3,2,"{33, 22}",194,198,4,4,0.036645859479904175,0.8957695833724768
3,2,"{22, 39}",205,175,-30,30,0.039720647037029266,0.8957695833724768
3,2,"{40, 22}",200,177,-23,23,0.03428611531853676,0.8957695833724768
3,2,"{43, 22}",202,171,-31,31,0.034172173589468,0.8957695833724768
3,2,"{50, 22}",196,173,-23,23,0.037631284445524216,0.8957695833724768
3,2,"{52, 22}",192,195,3,3,0.04067440330982208,0.8957695833724768
3,2,"{53, 22}",198,182,-16,16,0.034982986748218536,0.8957695833724768
3,2,"{60, 22}",203,181,-22,22,0.03599810227751732,0.8957695833724768
3,2,"{24, 26}",141,157,16,16,0.005458719562739134,0.8957695833724768
3,2,"{24, 27}",127,109,-18,18,0.0021598152816295624,0.8957695833724768
3,2,"{24, 29}",130,118,-12,12,0.002202759264037013,0.8957695833724768
3,2,"{24, 30}",162,162,0,0,0.003525255247950554,0.8957695833724768
3,2,"{24, 33}",20,128,108,108,0.003107596654444933,0.8957695833724768
3,2,"{24, 39}",126,106,-20,20,0.0021647789981216192,0.8957695833724768
3,2,"{24, 40}",138,141,3,3,0.002767520723864436,0.8957695833724768
3,2,"{24, 43}",120,105,-15,15,0.0021194913424551487,0.8957695833724768
3,2,"{24, 50}",129,122,-7,7,0.002503415336832404,0.8957695833724768
3,2,"{24, 52}",45,95,50,50,0.0037916831206530333,0.8957695833724768
3,2,"{24, 53}",140,142,2,2,0.002819483168423176,0.8957695833724768
3,2,"{24, 60}",119,111,-8,8,0.0020166586618870497,0.8957695833724768
3,2,"{26, 27}",183,194,11,11,0.004430199041962624,0.8957695833724768
3,2,"{26, 29}",185,203,18,18,0.004407048691064119,0.8957695833724768
3,2,"{26, 30}",189,204,15,15,0.00569852814078331,0.8957695833724768
3,2,"{33, 26}",151,164,13,13,0.005263231229037046,0.8957695833724768
3,2,"{26, 39}",182,197,15,15,0.004437709227204323,0.8957695833724768
3,2,"{40, 26}",187,205,18,18,0.004950360860675573,0.8957695833724768
3,2,"{26, 43}",181,192,11,11,0.004299762658774853,0.8957695833724768
3,2,"{26, 50}",175,207,32,32,0.004664413630962372,0.8957695833724768
3,2,"{26, 52}",96,114,18,18,0.005809315014630556,0.8957695833724768
3,2,"{26, 53}",188,209,21,21,0.005108259152621031,0.8957695833724768
3,2,"{26, 60}",180,193,13,13,0.004235440399497747,0.8957695833724768
3,2,"{27, 29}",3,6,3,3,0.0010505260434001684,0.8957695833724768
3,2,"{27, 30}",117,98,-19,19,0.002451439620926976,0.8957695833724768
3,2,"{33, 27}",106,97,-9,9,0.0019260648405179381,0.8957695833724768
3,2,"{27, 39}",2,5,3,3,0.0009003218729048967,0.8957695833724768
3,2,"{40, 27}",57,4,-53,53,0.0015676983166486025,0.8957695833724768
3,2,"{43, 27}",11,30,19,19,0.0008771130815148354,0.8957695833724768
3,2,"{50, 27}",58,29,-29,29,0.0013365934137254953,0.8957695833724768
3,2,"{27, 52}",150,144,-6,6,0.0028404563199728727,0.8957695833724768
3,2,"{27, 53}",72,45,-27,27,0.0016670122276991606,0.8957695833724768
3,2,"{27, 60}",15,57,42,42,0.0008191068773157895,0.8957695833724768
3,2,"{29, 30}",125,112,-13,13,0.0023925499990582466,0.8957695833724768
3,2,"{33, 29}",108,123,15,15,0.0019445127109065652,0.8957695833724768
3,2,"{29, 39}",7,56,49,49,0.0010063002118840814,0.8957695833724768
3,2,"{40, 29}",67,55,-12,12,0.0016285221790894866,0.8957695833724768
3,2,"{43, 29}",16,54,38,38,0.0009735479252412915,0.8957695833724768
3,2,"{50, 29}",66,71,5,5,0.0013708800543099642,0.8957695833724768
3,2,"{52, 29}",152,154,2,2,0.002780134091153741,0.8957695833724768
3,2,"{53, 29}",81,62,-19,19,0.001709519885480404,0.8957695833724768
3,2,"{60, 29}",19,75,56,56,0.0008373399614356458,0.8957695833724768
3,2,"{33, 30}",155,165,10,10,0.0033370100427418947,0.8957695833724768
3,2,"{30, 39}",121,108,-13,13,0.002334956545382738,0.8957695833724768
3,2,"{40, 30}",49,86,37,37,0.0030346987769007683,0.8957695833724768
3,2,"{43, 30}",115,99,-16,16,0.002337452257052064,0.8957695833724768
3,2,"{50, 30}",124,115,-9,9,0.0025865649804472923,0.8957695833724768
3,2,"{52, 30}",173,202,29,29,0.0041807834059000015,0.8957695833724768
3,2,"{53, 30}",43,87,44,44,0.002982613630592823,0.8957695833724768
3,2,"{60, 30}",116,101,-15,15,0.002220784779638052,0.8957695833724768
3,2,"{33, 39}",103,120,17,17,0.0019070416456088424,0.8957695833724768
3,2,"{40, 33}",133,139,6,6,0.002551645739004016,0.8957695833724768
3,2,"{33, 43}",100,117,17,17,0.0018624686636030674,0.8957695833724768
3,2,"{33, 50}",112,134,22,22,0.0023133764043450356,0.8957695833724768
3,2,"{33, 52}",54,127,73,73,0.0037041031755506992,0.8957695833724768
3,2,"{33, 53}",135,138,3,3,0.0026486373972147703,0.8957695833724768
3,2,"{33, 60}",101,94,-7,7,0.0017536767991259694,0.8957695833724768
3,2,"{40, 39}",65,48,-17,17,0.0015430013881996274,0.8957695833724768
3,2,"{43, 39}",8,58,50,50,0.0007743893074803054,0.8957695833724768
3,2,"{50, 39}",52,43,-9,9,0.0013181936228647828,0.8957695833724768
3,2,"{52, 39}",149,143,-6,6,0.0028232550248503685,0.8957695833724768
3,2,"{53, 39}",77,42,-35,35,0.0016465844819322228,0.8957695833724768
3,2,"{60, 39}",5,39,34,34,0.0007924916571937501,0.8957695833724768
3,2,"{40, 43}",56,38,-18,18,0.0014933006605133414,0.8957695833724768
3,2,"{40, 50}",91,84,-7,7,0.0019135992042720318,0.8957695833724768
3,2,"{40, 52}",163,168,5,5,0.003327460028231144,0.8957695833724768
3,2,"{40, 53}",21,81,60,60,0.002220685128122568,0.8957695833724768
3,2,"{40, 60}",61,37,-24,24,0.0014124565059319139,0.8957695833724768
3,2,"{50, 43}",48,36,-12,12,0.001267236191779375,0.8957695833724768
3,2,"{43, 52}",144,147,3,3,0.002740815281867981,0.8957695833724768
3,2,"{43, 53}",71,35,-36,36,0.0016056632157415152,0.8957695833724768
3,2,"{43, 60}",1,33,32,32,0.0007473353180103004,0.8957695833724768
3,2,"{50, 52}",146,159,13,13,0.0031231525354087353,0.8957695833724768
3,2,"{50, 53}",90,88,-2,2,0.0019884821958839893,0.8957695833724768
3,2,"{50, 60}",46,69,23,23,0.0011825888650491834,0.8957695833724768
3,2,"{52, 53}",166,170,4,4,0.0034645760897547007,0.8957695833724768
3,2,"{52, 60}",147,146,-1,1,0.0026424864772707224,0.8957695833724768
3,2,"{60, 53}",75,63,-12,12,0.0014856169000267982,0.8957695833724768
4,0,"{2, 5}",15,139,124,124,0.0028562715742737055,0.6276806401993809
4,0,"{2, 6}",8,57,49,49,0.002792720915749669,0.6276806401993809
4,0,"{2, 7}",90,133,43,43,0.0015327398432418704,0.6276806401993809
4,0,"{2, 11}",115,79,-36,36,0.002777174348011613,0.6276806401993809
4,0,"{2, 12}",189,156,-33,33,0.0031508118845522404,0.6276806401993809
4,0,"{2, 15}",191,157,-34,34,0.003470011753961444,0.6276806401993809
4,0,"{16, 2}",118,178,60,60,0.001916408073157072,0.6276806401993809
4,0,"{17, 2}",157,86,-71,71,0.00243648374453187,0.6276806401993809
4,0,"{2, 20}",40,83,43,43,0.0023131731431931257,0.6276806401993809
4,0,"{2, 26}",183,195,12,12,0.005061372648924589,0.6276806401993809
4,0,"{2, 28}",186,127,-59,59,0.0025261281989514828,0.6276806401993809
4,0,"{2, 30}",159,163,4,4,0.0030997712165117264,0.6276806401993809
4,0,"{2, 38}",62,30,-32,32,0.001699895248748362,0.6276806401993809
4,0,"{40, 2}",155,99,-56,56,0.0022749165073037148,0.6276806401993809
4,0,"{41, 2}",167,190,23,23,0.00238556950353086,0.6276806401993809
4,0,"{2, 43}",92,43,-49,49,0.0016581923700869083,0.6276806401993809
4,0,"{2, 51}",146,181,35,35,0.0020493443589657545,0.6276806401993809
4,0,"{56, 2}",154,123,-31,31,0.00275231059640646,0.6276806401993809
4,0,"{2, 60}",77,220,143,143,0.001577603630721569,0.6276806401993809
4,0,"{2, 61}",190,144,-46,46,0.005252599250525236,0.6276806401993809
4,0,"{2, 62}",123,171,48,48,0.0019525405950844288,0.6276806401993809
4,0,"{5, 6}",4,102,98,98,0.0030890246853232384,0.6276806401993809
4,0,"{5, 7}",124,130,6,6,0.0019462675554677844,0.6276806401993809
4,0,"{11, 5}",145,131,-14,14,0.0031853073742240667,0.6276806401993809
4,0,"{12, 5}",199,161,-38,38,0.0035249339416623116,0.6276806401993809
4,0,"{5, 15}",195,162,-33,33,0.003886094782501459,0.6276806401993809
4,0,"{16, 5}",153,186,33,33,0.0022900805342942476,0.6276806401993809
4,0,"{17, 5}",185,150,-35,35,0.002856736769899726,0.6276806401993809
4,0,"{20, 5}",63,111,48,48,0.002725770231336355,0.6276806401993809
4,0,"{26, 5}",175,149,-26,26,0.005559951066970825,0.6276806401993809
4,0,"{28, 5}",197,153,-44,44,0.0029094151686877012,0.6276806401993809
4,0,"{5, 30}",181,151,-30,30,0.003501299535855651,0.6276806401993809
4,0,"{5, 38}",109,53,-56,56,0.0020952713675796986,0.6276806401993809
4,0,"{40, 5}",182,141,-41,41,0.0027151491958647966,0.6276806401993809
4,0,"{41, 5}",187,137,-50,50,0.00274415360763669,0.6276806401993809
4,0,"{43, 5}",131,73,-58,58,0.0020494305063039064,0.6276806401993809
4,0,"{51, 5}",162,140,-22,22,0.0024062360171228647,0.6276806401993809
4,0,"{56, 5}",172,146,-26,26,0.0032442633528262377,0.6276806401993809
4,0,"{60, 5}",119,101,-18,18,0.0019358418649062514,0.6276806401993809
4,0,"{61, 5}",178,147,-31,31,0.005787604954093695,0.6276806401993809
4,0,"{5, 62}",156,134,-22,22,0.002344307955354452,0.6276806401993809
4,0,"{6, 7}",121,176,55,55,0.0018607421079650521,0.6276806401993809
4,0,"{11, 6}",126,82,-44,44,0.003061312949284911,0.6276806401993809
4,0,"{12, 6}",198,155,-43,43,0.0033603350166231394,0.6276806401993809
4,0,"{6, 15}",194,164,-30,30,0.00379932695068419,0.6276806401993809
4,0,"{16, 6}",148,187,39,39,0.0022186373826116323,0.6276806401993809
4,0,"{17, 6}",180,132,-48,48,0.0027670084964483976,0.6276806401993809
4,0,"{20, 6}",50,48,-2,2,0.002632235176861286,0.6276806401993809
4,0,"{26, 6}",161,126,-35,35,0.005295742303133011,0.6276806401993809
4,0,"{28, 6}",196,148,-48,48,0.0028690125327557325,0.6276806401993809
4,0,"{6, 30}",173,129,-44,44,0.0033177463337779045,0.6276806401993809
4,0,"{38, 6}",96,47,-49,49,0.0019936382304877043,0.6276806401993809
4,0,"{40, 6}",177,119,-58,58,0.0026319099124521017,0.6276806401993809
4,0,"{41, 6}",188,166,-22,22,0.002683683531358838,0.6276806401993809
4,0,"{43, 6}",122,74,-48,48,0.0019943860825151205,0.6276806401993809
4,0,"{51, 6}",158,114,-44,44,0.0022907762322574854,0.6276806401993809
4,0,"{56, 6}",164,194,30,30,0.00312109780497849,0.6276806401993809
4,0,"{60, 6}",105,223,118,118,0.0018853493966162205,0.6276806401993809
4,0,"{61, 6}",176,135,-41,41,0.0056994156911969185,0.6276806401993809
4,0,"{62, 6}",152,118,-34,34,0.002292296150699258,0.6276806401993809
4,0,"{11, 7}",114,33,-81,81,0.0017822975059971213,0.6276806401993809
4,0,"{12, 7}",132,189,57,57,0.0022520865313708782,0.6276806401993809
4,0,"{15, 7}",163,168,5,5,0.0026577620301395655,0.6276806401993809
4,0,"{16, 7}",19,69,50,50,0.0009273886098526418,0.6276806401993809
4,0,"{17, 7}",65,34,-31,31,0.0015552337281405926,0.6276806401993809
4,0,"{20, 7}",83,89,6,6,0.0013566199922934175,0.6276806401993809
4,0,"{26, 7}",211,225,14,14,0.004211373161524534,0.6276806401993809
4,0,"{28, 7}",75,170,95,95,0.0016705900197848678,0.6276806401993809
4,0,"{30, 7}",143,221,78,78,0.0022070836275815964,0.6276806401993809
4,0,"{38, 7}",17,29,12,12,0.0006908122450113297,0.6276806401993809
4,0,"{40, 7}",51,191,140,140,0.0013621591497212648,0.6276806401993809
4,0,"{41, 7}",54,179,125,125,0.00142480933573097,0.6276806401993809
4,0,"{43, 7}",2,192,190,190,0.0006985594518482685,0.6276806401993809
4,0,"{51, 7}",23,93,70,70,0.0010514649329707026,0.6276806401993809
4,0,"{56, 7}",110,196,86,86,0.0018974901176989079,0.6276806401993809
4,0,"{60, 7}",7,78,71,71,0.0005933229112997651,0.6276806401993809
4,0,"{61, 7}",212,219,7,7,0.004209984093904495,0.6276806401993809
4,0,"{62, 7}",20,32,12,12,0.0010130220325663686,0.6276806401993809
4,0,"{11, 12}",91,110,19,19,0.0034978436306118965,0.6276806401993809
4,0,"{11, 15}",71,113,42,42,0.00386776402592659,0.6276806401993809
4,0,"{16, 11}",104,52,-52,52,0.0021731466986238956,0.6276806401993809
4,0,"{17, 11}",68,51,-17,17,0.0027636538725346327,0.6276806401993809
4,0,"{11, 20}",59,40,-19,19,0.0025991457514464855,0.6276806401993809
4,0,"{26, 11}",200,160,-40,40,0.005506671965122223,0.6276806401993809
4,0,"{11, 28}",151,91,-60,60,0.002922976855188608,0.6276806401993809
4,0,"{11, 30}",25,62,37,37,0.003463606582954526,0.6276806401993809
4,0,"{11, 38}",95,16,-79,79,0.0019648580346256495,0.6276806401993809
4,0,"{40, 11}",88,21,-67,67,0.002595207653939724,0.6276806401993809
4,0,"{41, 11}",149,80,-69,69,0.0027001439593732357,0.6276806401993809
4,0,"{43, 11}",107,11,-96,96,0.0019353603711351752,0.6276806401993809
4,0,"{51, 11}",99,45,-54,54,0.00232790969312191,0.6276806401993809
4,0,"{56, 11}",32,66,34,34,0.003093346720561385,0.6276806401993809
4,0,"{11, 60}",100,185,85,85,0.0018410710617899895,0.6276806401993809
4,0,"{11, 61}",192,138,-54,54,0.0053722369484603405,0.6276806401993809
4,0,"{11, 62}",112,64,-48,48,0.0021639468614012003,0.6276806401993809
4,0,"{12, 15}",31,109,78,78,0.004189697094261646,0.6276806401993809
4,0,"{16, 12}",138,124,-14,14,0.0026138825342059135,0.6276806401993809
4,0,"{17, 12}",37,105,68,68,0.0031578645575791597,0.6276806401993809
4,0,"{12, 20}",170,121,-49,49,0.00296240346506238,0.6276806401993809
4,0,"{26, 12}",226,216,-10,10,0.005574535578489304,0.6276806401993809
4,0,"{12, 28}",60,106,46,46,0.003269907319918275,0.6276806401993809
4,0,"{12, 30}",41,85,44,44,0.0037458252627402544,0.6276806401993809
4,0,"{12, 38}",150,88,-62,62,0.0024232862051576376,0.6276806401993809
4,0,"{40, 12}",44,92,48,48,0.0030031537171453238,0.6276806401993809
4,0,"{41, 12}",76,61,-15,15,0.0031053770799189806,0.6276806401993809
4,0,"{43, 12}",142,84,-58,58,0.0023849080316722393,0.6276806401993809
4,0,"{51, 12}",81,87,6,6,0.0026830898132175207,0.6276806401993809
4,0,"{56, 12}",33,104,71,71,0.0035165634471923113,0.6276806401993809
4,0,"{12, 60}",147,108,-39,39,0.0023006005212664604,0.6276806401993809
4,0,"{12, 61}",213,210,-3,3,0.005930076353251934,0.6276806401993809
4,0,"{12, 62}",133,180,47,47,0.0026588402688503265,0.6276806401993809
4,0,"{16, 15}",165,172,7,7,0.0030347146093845367,0.6276806401993809
4,0,"{17, 15}",79,107,28,28,0.003512914525344968,0.6276806401993809
4,0,"{20, 15}",171,145,-26,26,0.0034115705639123917,0.6276806401993809
4,0,"{26, 15}",217,212,-5,5,0.006139808800071478,0.6276806401993809
4,0,"{28, 15}",136,100,-36,36,0.003554387716576457,0.6276806401993809
4,0,"{30, 15}",27,128,101,101,0.00413209805265069,0.6276806401993809
4,0,"{38, 15}",174,120,-54,54,0.0028270056936889887,0.6276806401993809
4,0,"{40, 15}",97,96,-1,1,0.0033307934645563364,0.6276806401993809
4,0,"{41, 15}",144,103,-41,41,0.003477738006040454,0.6276806401993809
4,0,"{43, 15}",166,122,-44,44,0.0027643844950944185,0.6276806401993809
4,0,"{51, 15}",139,136,-3,3,0.003129892982542515,0.6276806401993809
4,0,"{56, 15}",36,117,81,81,0.0038378217723220587,0.6276806401993809
4,0,"{60, 15}",168,206,38,38,0.002675034338608384,0.6276806401993809
4,0,"{61, 15}",203,198,-5,5,0.006279376335442066,0.6276806401993809
4,0,"{62, 15}",169,154,-15,15,0.0029977383092045784,0.6276806401993809
4,0,"{16, 17}",56,20,-36,36,0.001935503794811666,0.6276806401993809
4,0,"{16, 20}",80,25,-55,55,0.0017218817956745625,0.6276806401993809
4,0,"{16, 26}",214,214,0,0,0.004567666444927454,0.6276806401993809
4,0,"{16, 28}",87,42,-45,45,0.0020687503274530172,0.6276806401993809
4,0,"{16, 30}",130,71,-59,59,0.002577060367912054,0.6276806401993809
4,0,"{16, 38}",16,35,19,19,0.0010406657820567489,0.6276806401993809
4,0,"{16, 40}",48,26,-22,22,0.0017486934084445238,0.6276806401993809
4,0,"{16, 41}",70,152,82,82,0.001762646366842091,0.6276806401993809
4,0,"{16, 43}",11,28,17,17,0.0010696777608245611,0.6276806401993809
4,0,"{16, 51}",26,116,90,90,0.0014123315922915936,0.6276806401993809
4,0,"{16, 56}",103,77,-26,26,0.002250717021524906,0.6276806401993809
4,0,"{16, 60}",13,39,26,26,0.0009592524147592485,0.6276806401993809
4,0,"{16, 61}",219,205,-14,14,0.004405416548252106,0.6276806401993809
4,0,"{16, 62}",0,50,50,50,0.0013317171251401305,0.6276806401993809
4,0,"{17, 20}",127,97,-30,30,0.00230771373026073,0.6276806401993809
4,0,"{17, 26}",223,211,-12,12,0.005100868176668882,0.6276806401993809
4,0,"{17, 28}",42,10,-32,32,0.0024621463380753994,0.6276806401993809
4,0,"{17, 30}",53,60,7,7,0.003096833359450102,0.6276806401993809
4,0,"{17, 38}",84,17,-67,67,0.0016939113847911358,0.6276806401993809
4,0,"{40, 17}",6,27,21,21,0.0022785980254411697,0.6276806401993809
4,0,"{17, 41}",46,18,-28,28,0.00240657152608037,0.6276806401993809
4,0,"{17, 43}",64,15,-49,49,0.0016618630615994334,0.6276806401993809
4,0,"{17, 51}",28,75,47,47,0.0020160353742539883,0.6276806401993809
4,0,"{56, 17}",35,72,37,37,0.0027817930094897747,0.6276806401993809
4,0,"{17, 60}",72,37,-35,35,0.0015680824872106314,0.6276806401993809
4,0,"{17, 61}",216,193,-23,23,0.005206857342272997,0.6276806401993809
4,0,"{17, 62}",55,90,35,35,0.0019570165313780308,0.6276806401993809
4,0,"{26, 20}",184,142,-42,42,0.004958895035088062,0.6276806401993809
4,0,"{20, 28}",179,125,-54,54,0.002429799409583211,0.6276806401993809
4,0,"{20, 30}",125,70,-55,55,0.002907338785007596,0.6276806401993809
4,0,"{20, 38}",47,5,-42,42,0.0015050318324938416,0.6276806401993809
4,0,"{40, 20}",128,65,-63,63,0.00216377479955554,0.6276806401993809
4,0,"{41, 20}",160,95,-65,65,0.0022343834862113,0.6276806401993809
4,0,"{43, 20}",73,9,-64,64,0.0014916802756488323,0.6276806401993809
4,0,"{51, 20}",117,54,-63,63,0.0018697729101404548,0.6276806401993809
4,0,"{56, 20}",120,98,-22,22,0.0026838937774300575,0.6276806401993809
4,0,"{20, 60}",57,56,-1,1,0.0013859609607607126,0.6276806401993809
4,0,"{20, 61}",193,143,-50,50,0.005101421382278204,0.6276806401993809
4,0,"{20, 62}",89,158,69,69,0.0017788560362532735,0.6276806401993809
4,0,"{26, 28}",230,228,-2,2,0.005285251419991255,0.6276806401993809
4,0,"{26, 30}",205,182,-23,23,0.00569852814078331,0.6276806401993809
4,0,"{26, 38}",204,175,-29,29,0.004350095521658659,0.6276806401993809
